Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Shoe size (product.metafields.shopify.shoe-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Edited Title
emerald-crystal-bridal-necklace-earrings-set-tt1118,Emerald Crystal Bridal Necklace & Earrings Set TT1118,"<p data-start=""317"" data-end=""599"">Dazzle with timeless elegance in our Emerald Crystal Bridal Necklace &amp; Earrings Set.</p>
<p data-start=""317"" data-end=""599"">Designed for brides who adore luxury with a touch of colour, this jewellery set combines brilliant clear crystals with rich emerald-green teardrop stones in a refined silver-tone setting.</p>
<p data-start=""601"" data-end=""848"">The necklace features a fine line of sparkling crystals, cascading into a double-drop emerald and crystal pendant for an elegant focal point. Matching drop earrings mirror the design, completing a harmonious set that frames the face beautifully.</p>
<p data-start=""850"" data-end=""1137"">Perfect as a statement bridal accessory, this set also works as an heirloom-inspired choice for bridesmaids, evening wear, or glamorous occasions. With its regal emerald tones, this jewellery makes the perfect complement to both classic bridal gowns and modern emerald-accented themes.</p>
<p data-start=""1139"" data-end=""1158""><strong data-start=""1139"" data-end=""1156"">Key Features:</strong></p>
<ul data-start=""1159"" data-end=""1440"">
<li data-start=""1159"" data-end=""1230"">
<p data-start=""1161"" data-end=""1230"">Bridal necklace &amp; earrings set with emerald-green teardrop crystals</p>
</li>
<li data-start=""1231"" data-end=""1290"">
<p data-start=""1233"" data-end=""1290"">Silver-tone finish with brilliant clear crystal accents</p>
</li>
<li data-start=""1291"" data-end=""1339"">
<p data-start=""1293"" data-end=""1339"">Lightweight and comfortable for all-day wear</p>
</li>
<li data-start=""1340"" data-end=""1385"">
<p data-start=""1342"" data-end=""1385"">A stunning “something green” for weddings</p>
</li>
<li data-start=""1386"" data-end=""1440"">
<p data-start=""1388"" data-end=""1440"">Ideal for brides, bridesmaids, and evening glamour</p>
</li>
</ul>",TopknotTiaras,Apparel & Accessories > Jewelry > Jewelry Sets,Necklace Sets,"Necklace Sets, New Arrival",TRUE,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,42.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Emerald-Crystal-Bridal-Necklace-Earrings-Set-TT111-0.jpg?v=1758476747,1,Emerald Crystal Bridal Necklace & Earrings Set TT1118,FALSE,Emerald Bridal Necklace & Earrings Set Emerald Bridal Necklace & Earrings Set,Shine with elegance in this emerald bridal necklace & earrings set. A dazzling crystal wedding jewellery design for brides seeking timeless luxury.,,,,,,,,,,,,,,,clear; green; silver,,,,,,,,,,,,,kg,,,active,Emerald Bridal Crystal Necklace & Earrings Set
emerald-crystal-bridal-necklace-earrings-set-tt1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Emerald-Crystal-Bridal-Necklace-Earrings-Set-TT111-6383.jpg?v=1758476752,2,Emerald Crystal Bridal Necklace & Earrings Set TT1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-crystal-bridal-necklace-earrings-set-tt1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Emerald-Crystal-Bridal-Necklace-Earrings-Set-TT111-9906.jpg?v=1758476756,3,Emerald Crystal Bridal Necklace & Earrings Set TT1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-crystal-bridal-necklace-earrings-set-tt1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Emerald-Crystal-Bridal-Necklace-Earrings-Set-TT111-5320.jpg?v=1758476760,4,Emerald Crystal Bridal Necklace & Earrings Set TT1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-crystal-bridal-necklace-earrings-set-tt1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Emerald-Crystal-Bridal-Necklace-Earrings-Set-TT111-1693.jpg?v=1758476765,5,Emerald Crystal Bridal Necklace & Earrings Set TT1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-crystal-bridal-necklace-earrings-set-blush-wedding-jewellery-tt1117,Pink Crystal Bridal Necklace & Earrings Set | Blush Wedding Jewellery TT1117,"<p data-start=""272"" data-end=""563"">Embrace romance and grace on your wedding day with our Pink Crystal Bridal Necklace &amp; Earrings Set.</p>
<p data-start=""272"" data-end=""563"">This refined jewellery set features sparkling clear crystals in a timeless silver-tone finish, accented with delicate pink teardrop stones for a soft, feminine touch.</p>
<p data-start=""565"" data-end=""877"">The necklace boasts a fine line of shimmering crystals that lead to a cascading pink pendant, complemented by matching drop earrings that frame the face with subtle sparkle. Lightweight and comfortable, this bridal jewellery set is perfect for brides, bridesmaids, or anyone seeking a touch of refined glamour.</p>
<p data-start=""879"" data-end=""1019"">The soft blush hue makes it an ideal choice for spring and summer weddings, adding a hint of colour without overpowering your bridal look.</p>
<p data-start=""1021"" data-end=""1040""><strong data-start=""1021"" data-end=""1038"">Key Features:</strong></p>
<ul data-start=""1041"" data-end=""1331"">
<li data-start=""1041"" data-end=""1109"">
<p data-start=""1043"" data-end=""1109"">Bridal necklace &amp; earrings set with pink teardrop crystals</p>
</li>
<li data-start=""1110"" data-end=""1168"">
<p data-start=""1112"" data-end=""1168"">Elegant silver-tone setting with clear crystal accents</p>
</li>
<li data-start=""1169"" data-end=""1215"">
<p data-start=""1171"" data-end=""1215"">Lightweight, comfortable, and easy to wear</p>
</li>
<li data-start=""1216"" data-end=""1274"">
<p data-start=""1218"" data-end=""1274"">Perfect for brides, bridesmaids, and special occasions</p>
</li>
<li data-start=""1275"" data-end=""1331"">
<p data-start=""1277"" data-end=""1331"">A romantic and feminine choice for wedding jewellery</p>
</li>
</ul>",TopknotTiaras,Apparel & Accessories > Jewelry > Jewelry Sets,Necklace Sets,"Necklace Sets, New Arrival",TRUE,Title,Default Title,,,,,,,,TT-1117,0.0,shopify,20,deny,manual,42.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Pink-Crystal-Bridal-Necklace-Earrings-Set-Blush-We-0.jpg?v=1758473062,1,Pink Crystal Bridal Necklace & Earrings Set | Blush Wedding Jewellery TT1117,FALSE,Pink Bridal Necklace & Earrings Set,Add romance with this pink bridal necklace & earrings set. Elegant blush wedding jewellery for brides and bridesmaids seeking timeless sparkle.,,,,,,,,,,,,,,,silver; pink,,,,,,,,,,,,,kg,,,active,Pink Bridal Necklace & Earrings Set
pink-crystal-bridal-necklace-earrings-set-blush-wedding-jewellery-tt1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Pink-Crystal-Bridal-Necklace-Earrings-Set-Blush-We-1255.jpg?v=1758473066,2,Pink Crystal Bridal Necklace & Earrings Set | Blush Wedding Jewellery TT1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-crystal-bridal-necklace-earrings-set-blush-wedding-jewellery-tt1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Pink-Crystal-Bridal-Necklace-Earrings-Set-Blush-We-8466.jpg?v=1758473069,3,Pink Crystal Bridal Necklace & Earrings Set | Blush Wedding Jewellery TT1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-crystal-bridal-necklace-earrings-set-blush-wedding-jewellery-tt1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Pink-Crystal-Bridal-Necklace-Earrings-Set-Blush-We-6776.jpg?v=1758473073,4,Pink Crystal Bridal Necklace & Earrings Set | Blush Wedding Jewellery TT1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-crystal-bridal-necklace-earrings-set-blush-wedding-jewellery-tt1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Pink-Crystal-Bridal-Necklace-Earrings-Set-Blush-We-8399.jpg?v=1758473078,5,Pink Crystal Bridal Necklace & Earrings Set | Blush Wedding Jewellery TT1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-crystal-bridal-necklace-earrings-set-blush-wedding-jewellery-tt1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Pink-Crystal-Bridal-Necklace-Earrings-Set-Blush-We-7030.jpg?v=1758473083,6,Pink Crystal Bridal Necklace & Earrings Set | Blush Wedding Jewellery TT1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-red-bridal-necklace-earrings-set-red-wedding-jewellery,Ruby Red Bridal Necklace & Earrings Set | Red Wedding Jewellery TT1116,"<p data-start=""293"" data-end=""569"">Infuse your bridal look with passion and elegance with our Radiant Ruby Red Bridal Necklace &amp; Earrings Set.</p>
<p data-start=""293"" data-end=""569"">Featuring red teardrop stones framed by shimmering clear crystals, this jewellery set is crafted with a silver-tone finish that catches the light beautifully.</p>
<p data-start=""571"" data-end=""896"">The necklace boasts a graceful arrangement of marquise-cut crystals leading to a striking ruby centrepiece with a teardrop pendant, paired perfectly with matching red drop earrings. A bold yet timeless choice, this set is ideal for brides who want to weave romance, colour, and sophistication into their wedding day style.</p>
<p data-start=""898"" data-end=""1074"">Whether worn as a statement bridal accessory, a glamorous engagement look, or for a special evening occasion, this wedding jewellery set brings a captivating sparkle to every moment.</p>
<p data-start=""1076"" data-end=""1095""><strong data-start=""1076"" data-end=""1093"">Key Features:</strong></p>
<ul data-start=""1096"" data-end=""1376"">
<li data-start=""1096"" data-end=""1160"">
<p data-start=""1098"" data-end=""1160"">Bridal necklace &amp; earrings set with ruby-red teardrop stones</p>
</li>
<li data-start=""1161"" data-end=""1216"">
<p data-start=""1163"" data-end=""1216"">Silver-tone setting with dazzling crystal detailing</p>
</li>
<li data-start=""1217"" data-end=""1262"">
<p data-start=""1219"" data-end=""1262"">Lightweight and comfortable for long wear</p>
</li>
<li data-start=""1263"" data-end=""1320"">
<p data-start=""1265"" data-end=""1320"">Perfect for brides, bridesmaids, or evening occasions</p>
</li>
<li data-start=""1321"" data-end=""1376"">
<p data-start=""1323"" data-end=""1376"">A romantic choice for bold and elegant bridal style</p>
</li>
</ul>",TopknotTiaras,Uncategorized,Necklace Sets,"Necklace Sets, New Arrival",TRUE,Title,Default Title,,,,,,,,TT-1116,0.0,shopify,20,deny,manual,45.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Ruby-Red-Bridal-Necklace-Earrings-Set-Red-Wedding-0.jpg?v=1758480824,1,Ruby Red Bridal Necklace & Earrings Set | Red Wedding Jewellery TT1116,FALSE,Ruby Red Bridal Necklace & Earrings Set,Make a statement with this stunning ruby red bridal necklace & earrings set. Elegant red wedding jewellery for brides seeking romance and timeless glamour.,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active,Ruby Red Bridal Necklace & Earrings Set
ruby-red-bridal-necklace-earrings-set-red-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Ruby-Red-Bridal-Necklace-Earrings-Set-Red-Wedding-9702.jpg?v=1758480828,2,Ruby Red Bridal Necklace & Earrings Set | Red Wedding Jewellery TT1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-red-bridal-necklace-earrings-set-red-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Ruby-Red-Bridal-Necklace-Earrings-Set-Red-Wedding-2630.jpg?v=1758480832,3,Ruby Red Bridal Necklace & Earrings Set | Red Wedding Jewellery TT1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-red-bridal-necklace-earrings-set-red-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Ruby-Red-Bridal-Necklace-Earrings-Set-Red-Wedding-0353.jpg?v=1758480837,4,Ruby Red Bridal Necklace & Earrings Set | Red Wedding Jewellery TT1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-red-bridal-necklace-earrings-set-red-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Ruby-Red-Bridal-Necklace-Earrings-Set-Red-Wedding-3296.jpg?v=1758480841,5,Ruby Red Bridal Necklace & Earrings Set | Red Wedding Jewellery TT1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-red-bridal-necklace-earrings-set-red-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Ruby-Red-Bridal-Necklace-Earrings-Set-Red-Wedding-3066.jpg?v=1758480846,6,Ruby Red Bridal Necklace & Earrings Set | Red Wedding Jewellery TT1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapphire-blue-bridal-necklace-earrings-set-tt1115,Sapphire Blue Bridal Necklace & Earrings Set | Wedding Jewellery Set TT1115,"<p data-start=""272"" data-end=""556"">Bring timeless sophistication to your wedding day with our Sapphire Blue Bridal Necklace &amp; Earrings Set.</p>
<p data-start=""272"" data-end=""556"">Designed to captivate, this stunning wedding jewellery set features sapphire-blue teardrop stones framed by dazzling clear crystals, all set in a polished silver-tone finish.</p>
<p data-start=""558"" data-end=""815"">The necklace showcases an elegant arrangement of marquise-cut crystals that cascade gracefully into a sapphire centrepiece, finished with a bold teardrop pendant. Paired with matching sapphire blue drop earrings, this set adds a regal touch to any bridal look.</p>
<p data-start=""817"" data-end=""1033"">Perfect for brides seeking a “something blue,” this bridal jewellery set pairs beautifully with traditional white gowns, royal-inspired themes, or evening celebrations where you want to sparkle with sophistication.</p>
<p data-start=""1035"" data-end=""1054""><strong data-start=""1035"" data-end=""1052"">Key Features:</strong></p>
<ul data-start=""1055"" data-end=""1334"">
<li data-start=""1055"" data-end=""1124"">
<p data-start=""1057"" data-end=""1124"">Bridal necklace &amp; earrings set with sapphire-blue teardrop stones</p>
</li>
<li data-start=""1125"" data-end=""1178"">
<p data-start=""1127"" data-end=""1178"">Silver-tone setting with sparkling clear crystals</p>
</li>
<li data-start=""1179"" data-end=""1226"">
<p data-start=""1181"" data-end=""1226"">Lightweight and comfortable to wear all day</p>
</li>
<li data-start=""1227"" data-end=""1271"">
<p data-start=""1229"" data-end=""1271"">A meaningful “something blue” for brides</p>
</li>
<li data-start=""1272"" data-end=""1334"">
<p data-start=""1274"" data-end=""1334"">Ideal for weddings, engagements, proms &amp; evening occasions</p>
</li>
</ul>",TopknotTiaras,Apparel & Accessories > Jewelry > Jewelry Sets,Necklace Sets,"Necklace Sets, New Arrival",TRUE,Title,Default Title,,,,,,,,TT-1115,0.0,shopify,20,deny,manual,45.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Sapphire-Blue-Bridal-Necklace-Earrings-Set-Wedding-0.jpg?v=1758466001,1,Sapphire Blue Bridal Necklace & Earrings Set TT1115,FALSE,Sapphire Blue Bridal Necklace & Earrings Set,"Add timeless elegance with this sapphire blue bridal necklace & earrings set. A stunning ""something blue” for brides seeking classic wedding jewellery.",,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active,Sapphire Blue Bridal Necklace & Earrings Set
sapphire-blue-bridal-necklace-earrings-set-tt1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Sapphire-Blue-Bridal-Necklace-Earrings-Set-Wedding-3808.jpg?v=1758466005,2,Sapphire Blue Bridal Necklace & Earrings Set TT1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapphire-blue-bridal-necklace-earrings-set-tt1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Sapphire-Blue-Bridal-Necklace-Earrings-Set-Wedding-1155.jpg?v=1758466009,3,Sapphire Blue Bridal Necklace & Earrings Set TT1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapphire-blue-bridal-necklace-earrings-set-tt1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Sapphire-Blue-Bridal-Necklace-Earrings-Set-Wedding-8734.jpg?v=1758466013,4,Sapphire Blue Bridal Necklace & Earrings Set TT1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapphire-blue-bridal-necklace-earrings-set-tt1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Sapphire-Blue-Bridal-Necklace-Earrings-Set-Wedding-1939.jpg?v=1758466017,5,Sapphire Blue Bridal Necklace & Earrings Set TT1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapphire-blue-bridal-necklace-earrings-set-tt1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Sapphire-Blue-Bridal-Necklace-Earrings-Set-Wedding-4411.jpg?v=1758466021,6,Sapphire Blue Bridal Necklace & Earrings Set TT1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-elegance-bridal-necklace-earrings-set-tt1114,Emerald Elegance Bridal Necklace & Earrings Set TT1114,"<p data-start=""296"" data-end=""750"">Add a touch of timeless glamour to your bridal look with our <em data-start=""357"" data-end=""406"">Emerald Elegance Bridal Necklace &amp; Earrings Set</em>.</p>
<p data-start=""296"" data-end=""750"">Featuring dazzling clear crystals set in a silver-tone finish, this jewellery set is adorned with vivid emerald-green stones that symbolise love, prosperity, and new beginnings. The delicate necklace showcases a cascade of marquise-cut crystals leading to a striking green teardrop pendant, perfectly complemented by matching drop earrings.</p>
<p data-start=""752"" data-end=""1064"">Ideal for brides seeking a pop of colour, this bridal jewellery set pairs beautifully with both classic white gowns and modern emerald-accented wedding themes. Whether for your wedding day, engagement party, or a glamorous evening event, this necklace and earring duo will ensure you shine with sophistication.</p>
<p data-start=""1066"" data-end=""1085""><strong data-start=""1066"" data-end=""1083"">Key Features:</strong></p>
<ul data-start=""1086"" data-end=""1315"">
<li data-start=""1086"" data-end=""1155"">
<p data-start=""1088"" data-end=""1155"">Bridal necklace &amp; earrings set with emerald-green teardrop stones</p>
</li>
<li data-start=""1156"" data-end=""1209"">
<p data-start=""1158"" data-end=""1209"">Silver-tone setting with sparkling clear crystals</p>
</li>
<li data-start=""1210"" data-end=""1258"">
<p data-start=""1212"" data-end=""1258"">Lightweight and comfortable for all-day wear</p>
</li>
<li data-start=""1259"" data-end=""1315"">
<p data-start=""1261"" data-end=""1315"">Perfect for brides, bridesmaids, or formal occasions</p>
</li>
</ul>",TopknotTiaras,Apparel & Accessories > Jewelry > Jewelry Sets,Necklace Sets,"Necklace Sets, New Arrival",TRUE,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,45.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Emerald-Elegance-Bridal-Necklace-Earrings-Set-TT11-0.jpg?v=1758479479,1,Emerald Elegance Bridal Necklace & Earrings Set TT1114,FALSE,Emerald Green Bridal Necklace & Earrings Set,Elevate your bridal look with this emerald-green necklace & earrings set. Perfect wedding jewellery for brides seeking timeless elegance with a pop of colour.,,,,,,,,,,,,,,,silver; green,,,,,,,,,,,,,kg,,,active,Emerald Green Bridal Necklace & Earrings Set
emerald-elegance-bridal-necklace-earrings-set-tt1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Emerald-Elegance-Bridal-Necklace-Earrings-Set-TT11-2034.jpg?v=1758479484,2,Emerald Elegance Bridal Necklace & Earrings Set TT1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-elegance-bridal-necklace-earrings-set-tt1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Emerald-Elegance-Bridal-Necklace-Earrings-Set-TT11-2609.jpg?v=1758479489,3,Emerald Elegance Bridal Necklace & Earrings Set TT1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-elegance-bridal-necklace-earrings-set-tt1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Emerald-Elegance-Bridal-Necklace-Earrings-Set-TT11-3242.jpg?v=1758479493,4,Emerald Elegance Bridal Necklace & Earrings Set TT1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-elegance-bridal-necklace-earrings-set-tt1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Emerald-Elegance-Bridal-Necklace-Earrings-Set-TT11-6608.jpg?v=1758479498,5,Emerald Elegance Bridal Necklace & Earrings Set TT1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
