Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Shoe size (product.metafields.shopify.shoe-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Edited Title
floral-crystal-leaf-bridal-bracelet-silver-wedding-jewellery-for-brides-tt1113,Floral Crystal Bridal Bracelet – Elegant Silver Wedding Jewellery TT1113,"<p data-start=""426"" data-end=""785"">Make a statement on your wedding day with this exquisite floral crystal leaf bridal bracelet.</p>
<p data-start=""426"" data-end=""785"">A graceful piece of wedding jewellery designed to shine. Featuring a central floral cluster design surrounded by shimmering marquise-cut crystal leaves, this bracelet offers a balance of elegance and sparkle, ideal for completing your bridal look.</p>
<p data-start=""787"" data-end=""1096"">Crafted in a polished silver finish with an adjustable chain, this wedding bracelet ensures comfort and versatility. Whether you’re the bride, a bridesmaid, or a guest, this bridal bracelet pairs beautifully with tiaras, earrings, and necklaces to create a cohesive wedding jewellery set.</p>
<p data-start=""1098"" data-end=""1228"">Perfect for ceremonies, receptions, or special occasions, this timeless bracelet is a keepsake you’ll cherish for years to come.</p>
<ul data-start=""1230"" data-end=""1472"">
<li data-start=""1230"" data-end=""1278"">
<p data-start=""1232"" data-end=""1278"">Sparkling floral cluster with crystal leaves</p>
</li>
<li data-start=""1279"" data-end=""1311"">
<p data-start=""1281"" data-end=""1311"">Elegant silver finish</p>
</li>
<li data-start=""1312"" data-end=""1352"">
<p data-start=""1314"" data-end=""1352"">Adjustable chain for the perfect fit</p>
</li>
<li data-start=""1353"" data-end=""1409"">
<p data-start=""1355"" data-end=""1409"">Ideal wedding jewellery for brides &amp; bridesmaids</p>
</li>
<li data-start=""1410"" data-end=""1472"">
<p data-start=""1412"" data-end=""1472"">A beautiful keepsake bridal bracelet for special occasions</p>
</li>
</ul>",TopknotTiaras,Apparel & Accessories > Jewelry > Bracelets,Bracelets,"Bracelets, jewellery, New Arrival",TRUE,Title,Default Title,,,,,,,,TT-1113,0.0,shopify,20,deny,manual,29.95,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Floral-Crystal-Bridal-Bracelet-Elegant-Silver-Wedd-0.jpg?v=1758471224,1,Floral Crystal Bridal Bracelet – Elegant Silver Wedding Jewellery TT1113,FALSE,Crystal Leaf Bridal Bracelet – Wedding Jewellery,"Floral crystal bridal bracelet to make you shine on your big day. A delicate piece of silver wedding jewellery, featuring crystals in a timeless flower design.",,,,,,,,,,,,,,,silver,,,,,,,,,,,,,kg,,,active,Crystal Leaf Bridal Bracelet – Wedding Jewellery
floral-crystal-leaf-bridal-bracelet-silver-wedding-jewellery-for-brides-tt1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Floral-Crystal-Bridal-Bracelet-Elegant-Silver-Wedd-2724.jpg?v=1758471228,2,Floral Crystal Bridal Bracelet – Elegant Silver Wedding Jewellery TT1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floral-crystal-leaf-bridal-bracelet-silver-wedding-jewellery-for-brides-tt1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Floral-Crystal-Bridal-Bracelet-Elegant-Silver-Wedd-0391.jpg?v=1758471233,3,Floral Crystal Bridal Bracelet – Elegant Silver Wedding Jewellery TT1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floral-crystal-leaf-bridal-bracelet-silver-wedding-jewellery-for-brides-tt1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Floral-Crystal-Bridal-Bracelet-Elegant-Silver-Wedd-2785.jpg?v=1758471239,4,Floral Crystal Bridal Bracelet – Elegant Silver Wedding Jewellery TT1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floral-crystal-leaf-bridal-bracelet-silver-wedding-jewellery-for-brides-tt1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Floral-Crystal-Bridal-Bracelet-Elegant-Silver-Wedd-4672.jpg?v=1758471243,5,Floral Crystal Bridal Bracelet – Elegant Silver Wedding Jewellery TT1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floral-crystal-leaf-bridal-bracelet-silver-wedding-jewellery-for-brides-tt1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Floral-Crystal-Bridal-Bracelet-Elegant-Silver-Wedd-1816.jpg?v=1758471248,6,Floral Crystal Bridal Bracelet – Elegant Silver Wedding Jewellery TT1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silver-crystal-leaf-bridal-bracelet-elegant-wedding-jewellery-tt1112,Silver Crystal Leaf Bridal Bracelet – Elegant Wedding Jewellery TT1112,"<p data-start=""544"" data-end=""879"">Elevate your wedding day look with this elegant silver crystal leaf bridal bracelet.</p>
<p data-start=""544"" data-end=""879"">A stunning piece of wedding jewellery designed to add sparkle and sophistication. Featuring marquise-cut crystals set in a graceful leaf pattern, this bracelet captures the beauty of nature while reflecting timeless bridal elegance.</p>
<p data-start=""881"" data-end=""1180"">Crafted with a polished silver finish and adjustable chain, it ensures both comfort and style, making it ideal for brides, bridesmaids, or wedding guests. This versatile bridal bracelet pairs beautifully with other wedding accessories, from tiaras and earrings to necklaces.</p>
<p data-start=""1182"" data-end=""1346"">Whether worn on your wedding day, at a bridesmaid celebration, or for another special occasion, this wedding bracelet is a keepsake you’ll treasure for years.</p>
<ul data-start=""1348"" data-end=""1538"">
<li data-start=""1348"" data-end=""1398"">
<p data-start=""1350"" data-end=""1398"">Elegant marquise-cut crystals in a leaf design</p>
</li>
<li data-start=""1399"" data-end=""1436"">
<p data-start=""1401"" data-end=""1436"">High-quality silver finish</p>
</li>
<li data-start=""1437"" data-end=""1475"">
<p data-start=""1439"" data-end=""1475"">Adjustable chain for a perfect fit</p>
</li>
<li data-start=""1476"" data-end=""1538"">
<p data-start=""1478"" data-end=""1538"">Ideal bridal jewellery for weddings, proms &amp; formal events</p>
</li>
</ul>",TopknotTiaras,Apparel & Accessories > Jewelry > Bracelets,Bracelets,"Bracelets, jewellery, New Arrival",TRUE,Title,Default Title,,,,,,,,TT-1112,0.0,shopify,20,deny,manual,29.95,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Silver-Crystal-Leaf-Bridal-Bracelet-Elegant-Weddin-0.jpg?v=1758471576,1,Silver Crystal Leaf Bridal Bracelet – Elegant Wedding Jewellery TT1112,FALSE,Silver Crystal Leaf Bracelet – Wedding Jewellery,"Add timeless sparkle to your bridal style with this silver crystal leaf bracelet. A delicate piece of wedding jewellery, perfect for brides, bridesmaids, and special occasions.",,,,,,,,,,,,,,,silver,,,,,,,,,,,,,kg,,,active,Silver Crystal Leaf Bracelet – Wedding Jewellery
silver-crystal-leaf-bridal-bracelet-elegant-wedding-jewellery-tt1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Silver-Crystal-Leaf-Bridal-Bracelet-Elegant-Weddin-2534.jpg?v=1758471581,2,Silver Crystal Leaf Bridal Bracelet – Elegant Wedding Jewellery TT1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silver-crystal-leaf-bridal-bracelet-elegant-wedding-jewellery-tt1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Silver-Crystal-Leaf-Bridal-Bracelet-Elegant-Weddin-6560.jpg?v=1758471585,3,Silver Crystal Leaf Bridal Bracelet – Elegant Wedding Jewellery TT1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silver-crystal-leaf-bridal-bracelet-elegant-wedding-jewellery-tt1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Silver-Crystal-Leaf-Bridal-Bracelet-Elegant-Weddin-0512.jpg?v=1758471589,4,Silver Crystal Leaf Bridal Bracelet – Elegant Wedding Jewellery TT1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silver-crystal-leaf-bridal-bracelet-elegant-wedding-jewellery-tt1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Silver-Crystal-Leaf-Bridal-Bracelet-Elegant-Weddin-5262.jpg?v=1758471593,5,Silver Crystal Leaf Bridal Bracelet – Elegant Wedding Jewellery TT1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delicate-crystal-leaf-bridal-bracelet-silver-wedding-jewellery,Delicate Crystal Leaf Bridal Bracelet – Silver Wedding Jewellery TT1111,"<p data-start=""492"" data-end=""879"">Complete your look with this elegant crystal leaf bridal bracelet.</p>
<p data-start=""492"" data-end=""879"">A timeless piece of wedding jewellery designed to add refined sparkle to your special day. Featuring shimmering marquise-cut crystals arranged in a delicate leaf design, this bracelet captures the light beautifully, making it the perfect finishing touch for brides, bridesmaids, and wedding guests.</p>
<p data-start=""881"" data-end=""1179"">Crafted with a polished silver finish, this wedding bracelet pairs effortlessly with other bridal jewellery, from earrings to tiaras. Whether you’re walking down the aisle, standing by the bride, or attending as a guest, this elegant bracelet is a versatile and stylish choice.</p>
<p data-start=""1181"" data-end=""1338"">This bridal bracelet isn’t just for the big day—it’s a classic piece of special occasion jewellery you’ll wear and treasure long after the wedding.</p>
<ul data-start=""1340"" data-end=""1551"">
<li data-start=""1340"" data-end=""1390"">
<p data-start=""1342"" data-end=""1390"">Sparkling marquise-cut crystals in leaf design</p>
</li>
<li data-start=""1391"" data-end=""1423"">
<p data-start=""1393"" data-end=""1423"">Elegant silver finish</p>
</li>
<li data-start=""1424"" data-end=""1450"">
<p data-start=""1426"" data-end=""1450"">Secure clasp fastening (bracelet can be adjusted by taking out a link)</p>
</li>
<li data-start=""1451"" data-end=""1501"">
<p data-start=""1453"" data-end=""1501"">Ideal for brides, bridesmaids &amp; wedding guests</p>
</li>
<li data-start=""1502"" data-end=""1551"">
<p data-start=""1504"" data-end=""1551"">Timeless piece of wedding &amp; evening jewellery</p>
</li>
</ul>",TopknotTiaras,Apparel & Accessories > Jewelry > Bracelets,Bracelets,"Bracelets, jewellery, New Arrival",TRUE,Title,Default Title,,,,,,,,TT-1111,0.0,shopify,20,deny,manual,29.95,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Delicate-Crystal-Leaf-Bridal-Bracelet-Silver-Weddi-0.jpg?v=1758478451,1,Delicate Crystal Leaf Bridal Bracelet – Silver Wedding Jewellery TT1111,FALSE,Crystal Leaf Bridal Bracelet – Wedding Jewellery,"Elegant silver crystal leaf bridal bracelet, perfect wedding jewellery for brides and bridesmaids. A timeless wedding accessory with marquise-cut stones.",,,,,,,,,,,,,,,silver,,,,,,,,,,,,,kg,,,active,Crystal Leaf Bridal Bracelet – Wedding Jewellery
delicate-crystal-leaf-bridal-bracelet-silver-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Delicate-Crystal-Leaf-Bridal-Bracelet-Silver-Weddi-8597.jpg?v=1758478456,2,Delicate Crystal Leaf Bridal Bracelet – Silver Wedding Jewellery TT1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delicate-crystal-leaf-bridal-bracelet-silver-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Delicate-Crystal-Leaf-Bridal-Bracelet-Silver-Weddi-2276.jpg?v=1758478460,3,Delicate Crystal Leaf Bridal Bracelet – Silver Wedding Jewellery TT1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delicate-crystal-leaf-bridal-bracelet-silver-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Delicate-Crystal-Leaf-Bridal-Bracelet-Silver-Weddi-5976.jpg?v=1758478464,4,Delicate Crystal Leaf Bridal Bracelet – Silver Wedding Jewellery TT1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delicate-crystal-leaf-bridal-bracelet-silver-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Delicate-Crystal-Leaf-Bridal-Bracelet-Silver-Weddi-2515.jpg?v=1758478469,5,Delicate Crystal Leaf Bridal Bracelet – Silver Wedding Jewellery TT1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delicate-crystal-leaf-bridal-bracelet-silver-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Delicate-Crystal-Leaf-Bridal-Bracelet-Silver-Weddi-5021.jpg?v=1758478473,6,Delicate Crystal Leaf Bridal Bracelet – Silver Wedding Jewellery TT1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-crystal-bridal-bracelet-silver-leaf-wedding-jewellery,Elegant Crystal Bridal Bracelet – Silver Leaf Wedding Jewellery TT1110,"<p data-start=""515"" data-end=""873"">Complete your bridal look with this stunning crystal wedding bracelet.</p>
<p data-start=""515"" data-end=""873"">Designed with a delicate silver finish and sparkling round stones framed by elegant leaf motifs. The adjustable chain ensures a comfortable fit, making it a versatile choice for brides, bridesmaids, or anyone looking to add refined sparkle to a special occasion.</p>
<p data-start=""875"" data-end=""1096"">This bridal bracelet pairs beautifully with classic wedding gowns, modern minimalist styles, or floral-inspired accessories. Lightweight yet eye-catching, it’s a timeless keepsake to treasure long after the big day.</p>
<ul data-start=""1098"" data-end=""1272"">
<li data-start=""1098"" data-end=""1137"">
<p data-start=""1100"" data-end=""1137"">Adjustable length for a perfect fit</p>
</li>
<li data-start=""1138"" data-end=""1175"">
<p data-start=""1140"" data-end=""1175"">High-quality silver finish</p>
</li>
<li data-start=""1176"" data-end=""1221"">
<p data-start=""1178"" data-end=""1221"">Sparkling crystal stones with leaf design</p>
</li>
<li data-start=""1222"" data-end=""1272"">
<p data-start=""1224"" data-end=""1272"">Ideal for brides, bridesmaids &amp; wedding guests</p>
</li>
</ul>",TopknotTiaras,Apparel & Accessories > Jewelry > Bracelets,Bracelets,"Bracelets, jewellery, New Arrival",TRUE,Title,Default Title,,,,,,,,TT-1110,0.0,shopify,20,deny,manual,29.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Elegant-Crystal-Bridal-Bracelet-Silver-Leaf-Weddin-0.jpg?v=1758480782,1,Elegant Crystal Bridal Bracelet – Silver Leaf Wedding Jewellery TT1110,FALSE,Crystal Bridal Bracelet – Silver Wedding Jewellery,Elegant silver bridal bracelet featuring shimmering round crystals and delicate leaf details. This adjustable bracelet is perfect for brides and bridesmaids.,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,kg,,,active,Crystal Bridal Bracelet – Silver Wedding Jewellery
elegant-crystal-bridal-bracelet-silver-leaf-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Elegant-Crystal-Bridal-Bracelet-Silver-Leaf-Weddin-1877.jpg?v=1758480786,2,Elegant Crystal Bridal Bracelet – Silver Leaf Wedding Jewellery TT1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-crystal-bridal-bracelet-silver-leaf-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Elegant-Crystal-Bridal-Bracelet-Silver-Leaf-Weddin-1637.jpg?v=1758480791,3,Elegant Crystal Bridal Bracelet – Silver Leaf Wedding Jewellery TT1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-crystal-bridal-bracelet-silver-leaf-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Elegant-Crystal-Bridal-Bracelet-Silver-Leaf-Weddin-2826.jpg?v=1758480795,4,Elegant Crystal Bridal Bracelet – Silver Leaf Wedding Jewellery TT1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-crystal-bridal-bracelet-silver-leaf-wedding-jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Elegant-Crystal-Bridal-Bracelet-Silver-Leaf-Weddin-8065.jpg?v=1758480800,5,Elegant Crystal Bridal Bracelet – Silver Leaf Wedding Jewellery TT1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single-tier-wedding-veil-with-satin-edge-soft-ivory-tulle-s6-sale,"Single Tier Wedding Veil With Satin Edge, Soft Ivory Tulle S6 ***SALE***","<p>SINGLE TIER WEDDING VEIL, IVORY TULLE WITH SATIN EDGE</p>
<p>***ONLY ONE AVAILABLE AT THIS LOW PRICE***</p>
<p>This elegant single tier waist length wedding veil has a wonderfully classic and simple design with a satin edge. The veil is 70 cm / 28 inch long and is made of soft Ivory tulle. A beautiful simple but elegant wedding veil to add that finishing touch to your bridal gown.</p>
<p>Comb attached.</p>
<p>Colour : Ivory<br>Material : Soft Tulle<br>Veil Edge : Satin Edge <br>Layers : Single<br>Length : 70 cm / 28 inch</p>",Bianco Evento,Apparel & Accessories > Clothing Accessories > Bridal Accessories,Waist Length Veils - Sale Items,"BE, Sale Items, Waist Length Veils",TRUE,Title,Default Title,,,,,,,,BE-S6-Ivory-SALE,0.0,shopify,1,deny,manual,35.00,55.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0575/6380/7896/products/Single-Tier-Wedding-Veil-With-Satin-Edge-Soft-Ivor-0.webp?v=1758473259,1,"Single Tier Wedding Veil With Satin Edge, Soft Ivory Tulle S6 ***SALE***",FALSE,"Single Tier Wedding Veil With Satin Edge, Ivory Tulle",Single tier wedding veil with satin edge. This single tier waist length wedding veil has a classic design with a satin edge. The veil is 70 cm / 28 inch long.,Apparel & Accessories > Clothing Accessories > Bridal Accessories > Bridal Veils,female,adult,,new,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,lb,,,active,"Single Tier Wedding Veil With Satin Edge, Ivory Tulle"
single-tier-wedding-veil-with-satin-edge-soft-ivory-tulle-s6-sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/products/Single-Tier-Wedding-Veil-With-Satin-Edge-Soft-Ivor-0.jpg?v=1758473261,2,"Single Tier Wedding Veil With Satin Edge, Soft Ivory Tulle S6 ***SALE***",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cathedral-length-veil-lace-edge-single-tier-ivory-tulle-s426,"Cathedral Length Veil, Lace Edge, Single Tier, Ivory Tulle S426 ***SALE***","<p>BRIDES CATHEDRAL LENGTH SINGLE TIER CUT AND LACE EDGE BRIDAL VEIL </p>
<p>***ONLY ONE AVAILABLE AT THIS LOW PRICE***</p>
<p>A beautiful Bridal Veil with a delicate cut and lace edge. A very Impressive, enchanting design for a glamorous appearance. Made from diamond tulle. How wonderful would this stunning wedding veil look with your beautiful floaty wedding gown. So beautiful and so elegant.</p>
<p>This brides veil is delivered with the comb already attached.</p>
<p>Available Colours : Ivory<br>Material : Diamond Tulle <br>Veil Edge : Cut and Lace Edge<br>Layers : Single<br>Length : 300 cm / 118 inch</p>",Bianco Evento,Apparel & Accessories > Clothing Accessories > Bridal Accessories,Cathedral Length Veils - Sale Items,"BE, Cathedral Veils, Sale Items, Single Tier Veils",TRUE,Title,Default Title,,,,,,,,BE-S426-SALE,0.0,shopify,1,deny,manual,150.00,210.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0575/6380/7896/products/Cathedral-Length-Veil-Lace-Edge-Single-Tier-Ivory-0.jpg?v=1758465407,1,"Cathedral Length Veil, Lace Edge, Single Tier, Ivory Tulle S426 ***SALE***",FALSE,"Cathedral Length Wedding Veil, Single Tier","Brides Cathedral length wedding veil. Single tier with cut and lace edge. Made from diamond tulle. An Impressive, enchanting design for a glamorous appearance.",Apparel & Accessories > Clothing Accessories > Bridal Accessories > Bridal Veils,female,adult,,new,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,lb,,,active,"Cathedral Length Wedding Veil, Single Tier"
cathedral-length-veil-lace-edge-single-tier-ivory-tulle-s426,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/products/Cathedral-Length-Veil-Lace-Edge-Single-Tier-Ivory-8995.jpg?v=1758465410,2,"Cathedral Length Veil, Lace Edge, Single Tier, Ivory Tulle S426 ***SALE***",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silver-crystal-bridal-tiara-elegant-wedding-crown-tt1109,Silver Crystal Bridal Tiara – Elegant Wedding Crown TT1109,"<p class=""p1""><span class=""s1"">Silver Crystal Bridal Tiara – Elegant Wedding Crown</span><span class=""s2""> <br></span><span class=""s2"" style=""font-size: 1rem;""></span></p>
<p class=""p1""><span class=""s2"" style=""font-size: 1rem;"">Make your wedding day truly unforgettable with this exquisite </span><span class=""s1"" style=""font-size: 1rem;"">silver crystal bridal tiara</span><span class=""s2"" style=""font-size: 1rem;"">, a dazzling accessory designed to complement any bridal hairstyle and gown. Featuring a graceful arrangement of marquise and round-cut crystals in a romantic floral design, this sparkling </span><span class=""s1"" style=""font-size: 1rem;"">wedding crown</span><span class=""s2"" style=""font-size: 1rem;""> catches the light beautifully as you walk down the aisle.</span></p>
<p class=""p1""> </p>
<p class=""p1""><span class=""s2"">Perfect for brides seeking timeless elegance, this </span><span class=""s1"">bridal tiara</span><span class=""s2""> pairs effortlessly with veils, classic updos, or flowing waves. Whether you’re planning a fairytale wedding, a chic modern ceremony, or a glamorous evening celebration, this </span><span class=""s1"">crystal bridal crown</span><span class=""s2""> adds the finishing touch of sophistication and sparkle to your bridal look.</span></p>
<ul>
<li>
<p class=""p1""><span class=""s1"">Style: </span><span class=""s2"">Crystal bridal tiara / silver wedding crown</span></p>
</li>
<li>
<p class=""p1""><span class=""s1"">Design: Floral-inspired with marquise and round-cut cubic zirconia crystals</span></p>
</li>
<li>
<p class=""p1""><span class=""s1"">Fit: Lightweight, comfortable, and secure for all-day wear</span></p>
</li>
<li>
<p class=""p1""><span class=""s1"">Occasion: Ideal for weddings, receptions, and bridal portraits</span></p>
</li>
</ul>
<p class=""p1""><span class=""s2"">Shine like royalty on your big day with this luxurious </span><span class=""s1"">silver bridal tiara</span><span class=""s2"">, the perfect keepsake to treasure long after the wedding.</span></p>",TopknotTiaras,Apparel & Accessories > Clothing Accessories > Hair Accessories > Tiaras,Tiaras,"New Arrival, Tiaras",TRUE,Title,Default Title,,,,,,,,TT-1109,0.0,shopify,18,deny,manual,70.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Silver-Crystal-Bridal-Tiara-Elegant-Wedding-Crown-1993.jpg?v=1758475244,1,Silver Crystal Bridal Tiara – Elegant Wedding Crown TT1109,FALSE,Silver Bridal Tiara Crown – Crystal Wedding Headpiece,Sparkling silver crystal bridal tiara in a romantic floral design. The perfect wedding crown for brides seeking timeless elegance and a radiant sparkle.,Apparel & Accessories > Clothing Accessories > Hair Accessories > Tiaras,female,adult,,new,TRUE,,,,,,TRUE,adults,,silver,,,,,,,female,,,,,,lb,,,active,Silver Bridal Tiara Crown – Crystal Wedding Headpiece
silver-crystal-bridal-tiara-elegant-wedding-crown-tt1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Silver-Crystal-Bridal-Tiara-Elegant-Wedding-Crown-0934.jpg?v=1758475248,2,Silver Crystal Bridal Tiara – Elegant Wedding Crown TT1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silver-crystal-bridal-tiara-elegant-wedding-crown-tt1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0575/6380/7896/files/Silver-Crystal-Bridal-Tiara-Elegant-Wedding-Crown-8788.jpg?v=1758475253,3,Silver Crystal Bridal Tiara – Elegant Wedding Crown TT1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
